"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-01-01 ~ 2025-12-28"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 울산광역시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"2070","울산광역시 북구 매곡동","864","0864","0000","월드메르디앙월드시티","129.7960","202511","03","46,700","-","29","개인","개인","2011","매산로 65","-","중개거래","울산 북구","-"
"2071","울산광역시 북구 매곡동","422-2","0422","0002","현대파크맨션","71.1300","202511","03","17,000","-","2","개인","개인","1996","신기3길 19-6","20251111","중개거래","울산 북구","-"
"2072","울산광역시 울주군 청량읍 상남리","878-1","0878","0001","덕하상남지구골드클래스","74.9578","202511","03","32,800","-","24","개인","개인","2017","상남길 25","-","중개거래","울산 울주군","-"
"2073","울산광역시 울주군 청량읍 상남리","696-1","0696","0001","울산덕하신일해피트리","59.9883","202511","03","27,900","-","12","개인","개인","2019","삼정로 811","-","중개거래","울산 울주군","-"
"2074","울산광역시 울주군 범서읍 구영리","209-1","0209","0001","구영2차푸르지오","71.9400","202511","03","43,000","-","16","개인","개인","2007","구영로 101-7","-","중개거래","울산 울주군","-"
"2075","울산광역시 울주군 언양읍 어음리","175","0175","0000","e편한세상울산역어반스퀘어","74.8310","202511","03","40,500","-","15","개인","개인","2022","언양로 77","-","중개거래","울산 울주군","-"
"2076","울산광역시 북구 화봉동","1492-2","1492","0002","울산송정한라비발디캠퍼스","84.8990","202511","03","58,300","-","12","개인","개인","2019","박상진2로 121","-","중개거래","울산 북구","-"
"2077","울산광역시 북구 화봉동","1485-2","1485","0002","울산송정금강펜테리움그린테라스1차","84.5900","202511","03","54,200","-","9","개인","개인","2019","화산로 75","-","중개거래","울산 북구","-"
"2078","울산광역시 울주군 언양읍 동부리","252-1","0252","0001","언양창조","59.4600","202511","03","9,800","-","5","개인","개인","1992","동부4길 1","20251113","중개거래","울산 울주군","-"
"2079","울산광역시 울주군 언양읍 동부리","252-1","0252","0001","언양창조","59.4600","202511","03","9,800","-","5","개인","개인","1992","동부4길 1","-","중개거래","울산 울주군","25.11.14"
"2080","울산광역시 북구 중산동","1277-1","1277","0001","울산오토밸리로Z00M파크","59.9852","202511","03","23,600","-","12","개인","개인","2016","중산서로 19","-","중개거래","울산 북구","-"
"2081","울산광역시 울주군 범서읍 굴화리","758","0758","0000","문수산 더샵","84.7300","202511","03","51,700","110","19","개인","개인","2014","장검길 88","-","중개거래","울산 울주군","25.11.07"
"2082","울산광역시 울주군 범서읍 굴화리","743-2","0743","0002","문수산동원로얄듀크","84.9992","202511","03","65,400","-","26","개인","개인","2017","장검길 60","-","중개거래","울산 울주군","-"
"2083","울산광역시 울주군 범서읍 천상리","605","0605","0000","천상국태그린빌","49.9800","202511","03","8,500","101","7","개인","개인","2001","천상4길 4","-","중개거래","울산 울주군","25.12.05"
"2084","울산광역시 울주군 범서읍 천상리","299-1","0299","0001","천상동아","84.7400","202511","03","19,400","-","24","개인","개인","1998","대동길 34","-","중개거래","울산 울주군","-"
"2085","울산광역시 북구 천곡동","418","0418","0000","삼성코아루","75.9930","202511","03","24,700","-","5","개인","개인","2005","천곡남로 37","-","중개거래","울산 북구","-"
"2086","울산광역시 중구 서동","34-2","0034","0002","서동현대","49.9550","202511","03","12,900","-","8","개인","개인","1992","동천1길 31","-","중개거래","울산 중구","-"
"2087","울산광역시 남구 삼산동","1607-1","1607","0001","현대문화2차","59.7600","202511","03","16,250","201","15","개인","개인","1998","정동로6번길 18","-","직거래","-","25.11.07"
"2088","울산광역시 동구 화정동","875-1","0875","0001","현대미포","73.1100","202511","03","9,500","-","1","개인","개인","1991","월봉8길 6","-","중개거래","울산 동구","-"
"2089","울산광역시 동구 전하동","630-1","0630","0001","e편한세상전하1단지","84.9900","202511","03","42,900","105","11","개인","개인","2013","봉수로 290","-","중개거래","울산 동구","25.12.17"
"2090","울산광역시 동구 전하동","670","0670","0000","일산5","75.1800","202511","03","10,500","145","1","개인","개인","1990","진성6길 109","-","직거래","-","25.11.04"
"2091","울산광역시 남구 삼산동","324-17","0324","0017","한화꿈에그린아파트2단지","84.9949","202511","03","52,500","-","7","개인","개인","2010","산업로613번길 29","-","중개거래","울산 남구","-"
"2092","울산광역시 남구 삼산동","183-1","0183","0001","삼산리버뷰웰가","55.5478","202511","03","35,500","-","5","개인","개인","2017","정동로 142","20251222","중개거래","울산 남구","-"
"2093","울산광역시 남구 선암동","723","0723","0000","선암에코하이츠","84.9915","202511","03","41,000","-","17","개인","개인","2015","산업로339번길 27-10","-","중개거래","울산 남구","-"
"2094","울산광역시 중구 유곡동","260","0260","0000","우정혁신도시푸르지오","75.9860","202511","03","48,500","-","4","개인","개인","2013","유곡로 80","-","중개거래","울산 중구","-"
"2095","울산광역시 중구 성안동","870-2","0870","0002","대신센츄럴","64.0475","202511","03","18,000","-","10","개인","개인","2014","함월11길 17","-","중개거래","울산 중구","25.12.05"
"2096","울산광역시 중구 성안동","855-3","0855","0003","경동햇빛마을2단지","70.5141","202511","03","16,000","202","6","개인","개인","2001","함월2길 56","-","직거래","-","25.11.03"
"2097","울산광역시 중구 다운동","702","0702","0000","한라동아","84.9900","202511","03","23,350","-","3","개인","개인","2002","다운로 175","-","중개거래","울산 중구","-"
"2098","울산광역시 남구 신정동","1909","1909","0000","대명루첸","83.1716","202511","03","79,500","-","22","개인","개인","2016","중앙로120번길 12-8","-","중개거래","울산 남구","-"
"2099","울산광역시 남구 신정동","1877","1877","0000","두산위브더제니스","120.6604","202511","03","49,000","-","22","개인","개인","2010","신정로203번길 61","-","중개거래","울산 남구","-"
"2100","울산광역시 남구 신정동","1877","1877","0000","두산위브더제니스","144.4970","202511","03","51,000","102","14","개인","개인","2010","신정로203번길 61","-","중개거래","울산 남구","25.12.15"
"2101","울산광역시 남구 신정동","1873","1873","0000","대공원코오롱파크폴리스","189.2800","202511","03","143,000","101","22","개인","개인","2009","대공원로 241","-","중개거래","울산 남구","25.12.10"
"2102","울산광역시 남구 신정동","1875","1875","0000","극동스타클래스","223.0800","202511","03","96,000","-","29","개인","개인","2009","번영로 223","-","중개거래","울산 남구","-"
"2103","울산광역시 남구 신정동","1639-51","1639","0051","문수로IPARK2","101.5519","202511","03","101,500","-","9","개인","개인","2003","문수로409번길 23","-","중개거래","울산 남구","-"
"2104","울산광역시 남구 옥동","257","0257","0000","옥동서광","84.9800","202511","03","72,500","-","11","개인","개인","1998","문수로314번길 11","-","중개거래","울산 남구","-"
"2105","울산광역시 남구 옥동","257","0257","0000","옥동서광","127.0200","202511","03","92,800","-","8","개인","개인","1998","문수로314번길 11","-","중개거래","울산 남구","-"
"2106","울산광역시 중구 약사동","1108","1108","0000","울산약사더샵","84.9450","202511","03","72,500","-","7","개인","개인","2017","약사로 20","-","중개거래","울산 중구","-"
"2107","울산광역시 중구 복산동","776","0776","0000","복산아이파크","84.8800","202511","03","54,300","-","14","개인","개인","2017","계변로 96","20251219","중개거래","울산 중구","-"
"2108","울산광역시 중구 복산동","776","0776","0000","복산아이파크","84.8800","202511","03","54,300","-","14","개인","개인","2017","계변로 96","-","중개거래","울산 중구","-"
"2109","울산광역시 남구 야음동","911","0911","0000","대현더샵","84.8140","202511","03","79,000","-","8","개인","개인","2018","야음로26번길 34","-","중개거래","울산 남구","-"
"2110","울산광역시 남구 야음동","487-8","0487","0008","더샵번영센트로","59.9991","202511","03","59,900","102동","4","개인","개인","2023","번영로16번길 19","-","중개거래","울산 남구, 울산 중구","25.12.10"
"2111","울산광역시 남구 야음동","943","0943","0000","번영로하늘채센트럴파크","74.7070","202511","03","65,700","-","4","개인","개인","2022","번영로16번길 14","-","중개거래","울산 남구","-"
"2112","울산광역시 동구 서부동","385-3","0385","0003","서영골든","112.3700","202511","03","20,400","-","11","개인","개인","1995","남목11길 25","-","중개거래","울산 동구","-"
"2113","울산광역시 중구 태화동","257","0257","0000","우정혁신엘에이치2단지","59.9800","202511","03","36,500","-","17","개인","개인","2014","종가로 142","-","중개거래","울산 중구","-"
"2114","울산광역시 중구 태화동","412-2","0412","0002","진영동부","84.7800","202511","03","24,000","102동","4","개인","개인","1994","신기12길 38","-","중개거래","울산 중구","25.12.12"
"2115","울산광역시 중구 태화동","412-2","0412","0002","진영동부","75.2000","202511","03","28,500","-","5","개인","개인","1994","신기12길 38","-","중개거래","울산 중구","-"
"2116","울산광역시 남구 달동","1376-5","1376","0005","아델바움","122.0000","202511","03","34,000","-","3","개인","개인","2006","도산로135번길 13","-","중개거래","울산 남구","-"
"2117","울산광역시 남구 달동","1364-1","1364","0001","울산센트럴자이","84.7150","202511","03","58,000","-","14","개인","개인","2015","삼산로 231","-","중개거래","울산 남구","-"
"2118","울산광역시 남구 달동","118-3","0118","0003","달동주공1단지","51.6600","202511","03","20,000","-","12","개인","개인","1993","번영로107번길 22","-","중개거래","울산 남구","-"
"2119","울산광역시 남구 달동","1352-4","1352","0004","달동현대","84.7400","202511","03","28,700","100","3","개인","개인","1991","왕생로66번길 25","-","중개거래","울산 남구","25.12.01"
"2120","울산광역시 남구 달동","1352-5","1352","0005","달동현대1","71.6700","202511","03","31,000","-","15","개인","개인","1990","삼산중로 83","-","중개거래","울산 남구","-"
"2121","울산광역시 남구 달동","1378-3","1378","0003","신한원룸","31.8150","202511","03","6,600","-","10","개인","개인","1996","도산로101번길 4-10","-","중개거래","울산 남구","25.11.18"
"2122","울산광역시 동구 동부동","150","0150","0000","현대패밀리동부","49.8500","202511","03","8,400","112","8","개인","개인","1993","안산로 50","-","중개거래","울산 동구","25.11.25"
"2123","울산광역시 남구 야음동","878","0878","0000","롯데캐슬골드1단지","116.8200","202511","03","58,700","-","15","개인","개인","2008","신선로 45","-","중개거래","울산 남구","-"
"2124","울산광역시 동구 서부동","257-4","0257","0004","현대패밀리서부","59.7800","202511","02","14,000","-","5","개인","개인","1992","방어진순환도로 995","-","중개거래","울산 동구","-"
"2125","울산광역시 동구 서부동","257-4","0257","0004","현대패밀리서부","49.8500","202511","02","8,500","104","5","개인","개인","1992","방어진순환도로 995","-","중개거래","울산 동구","25.11.03"
"2126","울산광역시 중구 유곡동","69","0069","0000","울산유곡푸르지오","84.9906","202511","02","63,000","-","24","개인","개인","2010","평동3길 1","-","중개거래","울산 중구","-"
"2127","울산광역시 남구 신정동","1909","1909","0000","대명루첸","83.2996","202511","02","74,300","-","12","개인","개인","2016","중앙로120번길 12-8","-","중개거래","울산 남구","-"
"2128","울산광역시 남구 신정동","1918","1918","0000","울산문수로두산위브더제니스","84.7738","202511","02","73,000","-","18","개인","개인","2022","문수로 487","-","중개거래","울산 남구","-"
"2129","울산광역시 남구 무거동","478-1","0478","0001","울산옥현주공2","59.8900","202511","02","28,300","-","16","개인","개인","2000","옥현로 92-12","-","중개거래","울산 남구","-"
"2130","울산광역시 동구 방어동","59-1","0059","0001","대왕암엘크루","84.5800","202511","02","38,000","-","10","개인","개인","2014","등대4길 26","-","중개거래","울산 동구","-"
"2131","울산광역시 남구 삼산동","172-1","0172","0001","세양청구마을","84.9900","202511","02","32,500","-","1","개인","개인","1997","돋질로401번길 12","20251226","중개거래","울산 남구","-"
"2132","울산광역시 남구 신정동","1909","1909","0000","대명루첸","83.2996","202511","02","76,450","-","9","개인","개인","2016","중앙로120번길 12-8","-","중개거래","울산 남구","-"
"2133","울산광역시 남구 야음동","943","0943","0000","번영로하늘채센트럴파크","74.7070","202511","02","69,300","103동","17","개인","개인","2022","번영로16번길 14","-","중개거래","울산 남구","25.12.15"
"2134","울산광역시 남구 야음동","911","0911","0000","대현더샵","68.9980","202511","02","72,300","-","9","개인","개인","2018","야음로26번길 34","-","중개거래","울산 남구","-"
"2135","울산광역시 남구 신정동","1909","1909","0000","대명루첸","83.1716","202511","02","73,400","-","3","개인","개인","2016","중앙로120번길 12-8","-","중개거래","울산 남구","-"
"2136","울산광역시 중구 복산동","776","0776","0000","복산아이파크","84.7300","202511","02","55,500","-","11","개인","개인","2017","계변로 96","-","중개거래","울산 중구","-"
"2137","울산광역시 중구 유곡동","142","0142","0000","유곡e편한세상","125.4051","202511","02","65,000","107","5","개인","개인","2010","평동3길 2","-","중개거래","울산 중구","25.12.15"
"2138","울산광역시 남구 야음동","943","0943","0000","번영로하늘채센트럴파크","59.9120","202511","02","58,500","-","5","개인","개인","2022","번영로16번길 14","-","중개거래","울산 남구","-"
"2139","울산광역시 남구 삼산동","172-1","0172","0001","세양청구마을","84.9900","202511","02","32,500","-","1","개인","개인","1997","돋질로401번길 12","-","중개거래","울산 남구","-"
"2140","울산광역시 남구 삼산동","172-1","0172","0001","세양청구마을","84.9900","202511","02","34,000","-","8","개인","개인","1997","돋질로401번길 12","-","중개거래","울산 남구","-"
"2141","울산광역시 남구 옥동","191-58","0191","0058","성도","59.8100","202511","02","27,700","-","14","개인","개인","1997","문수로335번길 51","-","중개거래","울산 남구, 울산 북구","-"
"2142","울산광역시 남구 옥동","191-58","0191","0058","성도","59.8100","202511","02","27,700","-","14","개인","개인","1997","문수로335번길 51","20251106","중개거래","울산 남구, 울산 북구","-"
"2143","울산광역시 남구 신정동","1873","1873","0000","대공원코오롱파크폴리스","119.7400","202511","02","87,000","-","25","개인","개인","2009","대공원로 241","-","중개거래","울산 남구","-"
"2144","울산광역시 남구 신정동","1860","1860","0000","신정롯데킹덤","185.3976","202511","02","152,500","-","22","개인","개인","2008","문수로 471","-","중개거래","울산 남구, 울산 울주군","-"
"2145","울산광역시 남구 신정동","569-2","0569","0002","문수로드림파크","42.3899","202511","02","19,550","문수로드림파크","9","개인","개인","2022","월평로21번길 28","-","중개거래","울산 남구","25.12.10"
"2146","울산광역시 중구 복산동","460-72","0460","0072","번영로센트리지","75.9160","202511","02","74,500","-","23","개인","개인","2023","복산1길 1","-","중개거래","울산 중구","-"
"2147","울산광역시 남구 신정동","1918","1918","0000","울산문수로두산위브더제니스","84.8502","202511","02","84,800","-","28","개인","개인","2022","문수로 487","-","중개거래","울산 남구","-"
"2148","울산광역시 남구 삼산동","1605-3","1605","0003","현대문화1차","59.7600","202511","02","17,200","-","18","개인","개인","1996","화합로102번길 10","-","중개거래","울산 남구","-"
"2149","울산광역시 중구 약사동","1108","1108","0000","울산약사더샵","84.9450","202511","02","71,300","-","5","개인","개인","2017","약사로 20","-","중개거래","울산 중구","-"
"2150","울산광역시 동구 전하동","779","0779","0000","스위첸웰츠타워1차","59.9580","202511","02","37,300","-","14","개인","개인","2022","방어진순환도로 863","-","중개거래","울산 동구","-"
"2151","울산광역시 중구 약사동","1108","1108","0000","울산약사더샵","69.9430","202511","02","59,990","-","11","개인","개인","2017","약사로 20","20251111","중개거래","울산 중구","-"
"2152","울산광역시 중구 약사동","1108","1108","0000","울산약사더샵","69.9430","202511","02","59,990","-","11","개인","개인","2017","약사로 20","-","중개거래","울산 중구","-"
"2153","울산광역시 남구 달동","1288-4","1288","0004","창조메리트","84.8623","202511","02","38,600","주건축물제1동","16","개인","개인","2019","꽃대나리로 43","-","중개거래","울산 남구","25.12.16"
"2154","울산광역시 남구 선암동","620-2","0620","0002","동서그린맨션","59.7400","202511","02","11,000","-","7","개인","개인","1992","두왕로190번길 26","-","중개거래","울산 남구","25.12.12"
"2155","울산광역시 남구 야음동","943","0943","0000","번영로하늘채센트럴파크","59.9120","202511","02","58,800","-","7","개인","개인","2022","번영로16번길 14","-","중개거래","울산 남구","-"
"2156","울산광역시 남구 야음동","943","0943","0000","번영로하늘채센트럴파크","84.9610","202511","02","74,900","-","11","개인","개인","2022","번영로16번길 14","-","중개거래","울산 남구","-"
"2157","울산광역시 남구 야음동","564-2","0564","0002","태양한신2","81.9450","202511","02","20,000","-","9","개인","개인","1989","꽃대나리로46번길 29","-","중개거래","울산 남구","-"
"2158","울산광역시 남구 야음동","594-10","0594","0010","신정현대홈타운2","84.9600","202511","02","43,200","-","8","개인","개인","1999","대암로 82","-","중개거래","울산 남구","-"
"2159","울산광역시 북구 중산동","1318","1318","0000","U-스타시티일동미라주더스타1단지","84.8941","202511","02","37,700","-","20","개인","개인","2018","중산로 48","-","중개거래","울산 북구","-"
"2160","울산광역시 북구 중산동","1317-3","1317","0003","U-스타시티일동미라주더스타2단지","84.8941","202511","02","36,950","-","16","개인","개인","2018","중산로 47","-","중개거래","울산 북구","-"
"2161","울산광역시 북구 양정동","818-3","0818","0003","한신더휴에듀포레3단지","84.8852","202511","02","53,500","-","7","개인","개인","2023","율동로 26","-","중개거래","울산 북구","-"
"2162","울산광역시 북구 중산동","1318","1318","0000","U-스타시티일동미라주더스타1단지","84.8941","202511","02","36,600","-","23","개인","개인","2018","중산로 48","-","중개거래","울산 북구","-"
"2163","울산광역시 북구 천곡동","940-1","0940","0001","우방","49.5000","202511","02","6,000","103","7","개인","개인","1998","천곡길 199","-","중개거래","울산 북구","25.11.25"
"2164","울산광역시 울주군 삼남읍 교동리","1678-3","1678","0003","울산역신도시동문디이스트","84.8840","202511","02","40,000","-","7","개인","개인","2019","울산역로 274","-","중개거래","울산 울주군","-"
"2165","울산광역시 북구 양정동","500-33","0500","0033","양정힐스테이트","59.9790","202511","02","23,700","-","6","개인","개인","2007","염포로 459","-","중개거래","울산 북구","-"
"2166","울산광역시 북구 매곡동","897","0897","0000","드림인시티에일린의뜰1차","71.8830","202511","02","37,500","-","30","개인","개인","2017","호계매곡1로 31","-","중개거래","울산 북구","-"
"2167","울산광역시 북구 신천동","799","0799","0000","신천효성해링턴플레이스","74.9554","202511","02","35,000","-","10","개인","개인","2018","신천로 26","-","중개거래","울산 북구","-"
"2168","울산광역시 울주군 상북면 천전리","532-19","0532","0019","경동청구타운","59.7300","202511","02","6,700","104","2","개인","개인","1992","남천로 247","-","중개거래","울산 울주군","25.11.25"
"2169","울산광역시 울주군 온양읍 대안리","575","0575","0000","남창럭키","52.5600","202511","02","9,500","A","10","개인","개인","1991","온양로 86","-","중개거래","울산 울주군","25.11.11"
"2170","울산광역시 울주군 청량읍 상남리","696-2","0696","0002","덕하한양수자인","57.8700","202511","02","28,000","-","22","개인","개인","2018","덕하로 182","-","중개거래","울산 울주군","-"
"2171","울산광역시 북구 중산동","1318","1318","0000","U-스타시티일동미라주더스타1단지","59.9284","202511","02","28,400","-","8","개인","개인","2018","중산로 48","-","중개거래","울산 북구","-"
"2172","울산광역시 북구 화봉동","1492-2","1492","0002","울산송정한라비발디캠퍼스","84.8990","202511","01","57,800","-","18","개인","개인","2019","박상진2로 121","-","중개거래","울산 북구","-"
"2173","울산광역시 울주군 삼남읍 교동리","1555-1","1555","0001","울산교동리슈빌","84.8876","202511","01","25,000","-","1","개인","개인","2008","향교로 164","-","중개거래","울산 울주군","-"
"2174","울산광역시 울주군 범서읍 구영리","881-2","0881","0002","신한디아채","84.5525","202511","01","22,000","-","2","개인","개인","1998","점촌5길 51-3","-","중개거래","울산 울주군","-"
"2175","울산광역시 북구 매곡동","864","0864","0000","월드메르디앙월드시티","104.1191","202511","01","42,000","-","20","개인","개인","2011","매산로 65","-","중개거래","울산 북구","-"
"2176","울산광역시 울주군 범서읍 구영리","204-1","0204","0001","구영1차우미린","67.9250","202511","01","40,400","-","3","개인","개인","2007","구영로 75-9","-","중개거래","울산 울주군","-"
"2177","울산광역시 울주군 범서읍 구영리","796-2","0796","0002","한신","79.3200","202511","01","21,500","-","14","개인","개인","1994","점촌4길 77","-","중개거래","울산 울주군","-"
"2178","울산광역시 울주군 온양읍 망양리","794","0794","0000","e편한세상울산온양","74.9934","202511","01","27,700","-","16","개인","개인","2018","망양길 50","-","중개거래","울산 울주군","-"
"2179","울산광역시 울주군 언양읍 서부리","259-6","0259","0006","스위트빌","143.8000","202511","01","22,500","-","4","개인","개인","2005","방천5길 11-3","-","중개거래","울산 울주군","-"
"2180","울산광역시 북구 양정동","818-3","0818","0003","한신더휴에듀포레3단지","84.8852","202511","01","53,300","-","17","개인","개인","2023","율동로 26","-","중개거래","울산 북구","-"
"2181","울산광역시 북구 천곡동","418","0418","0000","삼성코아루","75.9930","202511","01","24,000","-","7","개인","개인","2005","천곡남로 37","-","중개거래","울산 북구","-"
"2182","울산광역시 북구 천곡동","940-6","0940","0006","대동한마음타운","59.7900","202511","01","9,000","104","10","개인","개인","1998","천곡길 165","-","중개거래","울산 북구","25.12.16"
"2183","울산광역시 북구 천곡동","1136","1136","0000","천곡벽산블루밍","84.8536","202511","01","31,500","103","10","개인","개인","2010","천곡길 137","-","중개거래","울산 북구","25.12.15"
"2184","울산광역시 북구 천곡동","940-10","0940","0010","대동황토방","84.9800","202511","01","13,500","202","2","개인","개인","2000","천곡길 183","-","중개거래","울산 북구","25.12.15"
"2185","울산광역시 북구 천곡동","940-1","0940","0001","우방","49.5000","202511","01","6,650","103","8","개인","개인","1998","천곡길 199","-","중개거래","울산 남구, 울산 북구","25.11.18"
"2186","울산광역시 울주군 범서읍 천상리","324-2","0324","0002","경동태원하이빌","59.9610","202511","01","8,900","107","10","개인","개인","2001","천상길 43","-","중개거래","울산 울주군","25.11.27"
"2187","울산광역시 울주군 범서읍 천상리","259-5","0259","0005","천상극동","59.8800","202511","01","13,700","102","7","개인","개인","1998","대동길 50","-","중개거래","울산 울주군","25.12.16"
"2188","울산광역시 울주군 언양읍 송대리","53-1","0053","0001","양우내안애더퍼스트","72.8188","202511","01","24,850","116동","17","개인","개인","2019","내곡능골길 93-20","-","중개거래","울산 울주군","25.11.25"
"2189","울산광역시 울주군 범서읍 천상리","266","0266","0000","문수애시앙2단지","84.7800","202511","01","45,100","-","5","개인","개인","2014","대동길 21","-","중개거래","울산 남구, 울산 울주군","-"
"2190","울산광역시 울주군 범서읍 천상리","259-5","0259","0005","천상극동","59.9400","202511","01","12,900","-","11","개인","개인","1998","대동길 50","-","중개거래","울산 울주군","-"
"2191","울산광역시 북구 신천동","530-1","0530","0001","극동스타클래스","84.9421","202511","01","28,000","-","5","개인","개인","2007","신천로 27","-","중개거래","울산 북구","-"
"2192","울산광역시 북구 중산동","1010-1","1010","0001","약수제일","84.6800","202511","01","7,500","A동(나)","9","개인","개인","1992","약수9길 20","-","중개거래","울산 북구","25.11.14"
"2193","울산광역시 북구 매곡동","966","0966","0000","매곡에듀파크에일린의뜰","84.9939","202511","01","46,950","-","13","개인","개인","2021","신천로 103","-","중개거래","울산 북구","-"
"2194","울산광역시 울주군 온산읍 덕신리","1329-4","1329","0004","덕신동백","49.8500","202511","01","7,600","102","4","개인","개인","1992","영남7길 21","-","중개거래","울산 울주군","25.11.27"
"2195","울산광역시 북구 화봉동","1492-2","1492","0002","울산송정한라비발디캠퍼스","84.8990","202511","01","56,500","-","24","개인","개인","2019","박상진2로 121","-","중개거래","울산 북구","-"
"2196","울산광역시 남구 삼산동","1564-1","1564","0001","삼산동대성스카이렉스","152.6200","202511","01","61,500","-","28","개인","개인","2010","삼산로 303","-","중개거래","울산 남구","-"
"2197","울산광역시 동구 서부동","1055","1055","0000","울산지웰시티자이2단지","84.9953","202511","01","55,300","-","20","개인","개인","2023","서부로 51","-","중개거래","울산 동구","-"
"2198","울산광역시 동구 서부동","1055","1055","0000","울산지웰시티자이2단지","84.9953","202511","01","55,300","-","20","개인","개인","2023","서부로 51","20251105","중개거래","울산 동구","-"
"2199","울산광역시 동구 서부동","257-30","0257","0030","현대패밀리서부2","84.9700","202511","01","24,500","-","13","개인","개인","1995","방어진순환도로 999","-","중개거래","울산 동구","-"
"2200","울산광역시 중구 복산동","460-72","0460","0072","번영로센트리지","59.9460","202511","01","63,000","303","21","개인","개인","2023","복산1길 1","-","중개거래","울산 중구","25.12.15"
"2201","울산광역시 중구 복산동","776","0776","0000","복산아이파크","84.7300","202511","01","54,000","102동","12","개인","개인","2017","계변로 96","-","중개거래","울산 중구","25.12.17"
"2202","울산광역시 동구 전하동","630-1","0630","0001","e편한세상전하1단지","84.9900","202511","01","45,000","-","10","개인","개인","2013","봉수로 290","-","중개거래","울산 동구","-"
"2203","울산광역시 동구 전하동","549-14","0549","0014","현대패밀리전하","59.9600","202511","01","17,200","-","6","개인","개인","1997","녹수11길 50","-","중개거래","울산 동구","-"
"2204","울산광역시 동구 전하동","660-1","0660","0001","울산전하푸르지오1단지","127.8913","202511","01","54,000","-","26","개인","개인","2011","봉수로 250","-","중개거래","울산 동구","-"
"2205","울산광역시 중구 우정동","218-2","0218","0002","우정코아루웰메이드","84.9679","202511","01","45,000","101동","24","개인","개인","2019","당산2길 25","-","중개거래","울산 중구","25.12.12"
"2206","울산광역시 중구 우정동","385","0385","0000","선경1차","59.3350","202511","01","20,900","-","8","개인","개인","1994","우정3길 9","-","중개거래","울산 중구","-"
"2207","울산광역시 동구 화정동","872-1","0872","0001","송정타워맨션","66.8400","202511","01","10,700","1B","9","개인","개인","1990","월봉12길 50","-","중개거래","울산 동구","25.11.11"
"2208","울산광역시 동구 화정동","856-6","0856","0006","더씨엘7","84.1829","202511","01","26,000","-","4","개인","법인","2025","월봉로 29","-","중개거래","울산 동구","-"
"2209","울산광역시 동구 화정동","162","0162","0000","대송현대1","53.8400","202511","01","8,500","-","1","개인","개인","1990","대송1길 10","-","중개거래","울산 동구","-"
"2210","울산광역시 동구 화정동","240","0240","0000","벽산우진","59.9800","202511","01","17,200","101","20","개인","개인","1998","진성15길 55","-","중개거래","울산 동구","25.12.18"
"2211","울산광역시 동구 방어동","73-1","0073","0001","선진지오드림-1","84.9500","202511","01","18,500","-","4","개인","개인","2004","방어진순환도로 548","-","중개거래","울산 동구","-"
"2212","울산광역시 중구 유곡동","259","0259","0000","우정혁신도시1차동원로얄듀크","84.9978","202511","01","52,000","-","20","개인","개인","2013","종가로 250","-","중개거래","울산 중구","-"
"2213","울산광역시 중구 유곡동","142","0142","0000","유곡e편한세상","125.4051","202511","01","70,000","-","17","개인","개인","2010","평동3길 2","-","중개거래","울산 중구","-"
"2214","울산광역시 중구 태화동","224","0224","0000","우정혁신호반베르디움","97.9541","202511","01","60,000","-","6","개인","개인","2014","종가로 140","-","중개거래","울산 중구","-"
"2215","울산광역시 중구 태화동","224","0224","0000","우정혁신호반베르디움","97.9541","202511","01","62,500","-","15","개인","개인","2014","종가로 140","-","중개거래","울산 남구, 울산 중구","-"
"2216","울산광역시 중구 태화동","431-10","0431","0010","전원타운","66.4050","202511","01","22,300","-","6","개인","개인","1991","신기길 31","-","중개거래","울산 중구","-"
"2217","울산광역시 남구 야음동","911","0911","0000","대현더샵","68.6320","202511","01","72,900","-","22","개인","개인","2018","야음로26번길 34","-","중개거래","울산 남구","-"
"2218","울산광역시 남구 야음동","878","0878","0000","롯데캐슬골드1단지","116.8200","202511","01","56,500","-","14","개인","개인","2008","신선로 45","-","중개거래","울산 남구","-"
"2219","울산광역시 남구 야음동","594-10","0594","0010","신정현대홈타운2","114.6000","202511","01","47,700","-","11","개인","개인","1999","대암로 82","-","중개거래","울산 남구","-"
